unit,time_step,operational_setting_1,operational_setting_2,operational_setting_3,Sensor_0,Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_15,Sensor_16,Sensor_17,Sensor_18,Sensor_19,Sensor_20,Health_state,Operational_condition
34751,166,104,10.0007,0.25,20.0,489.05,604.83,1501.42,1303.56,10.52,15.49,393.98,2318.94,8783.55,1.26,45.45,371.52,2388.15,8127.8,8.6908,0.03,370,2319,100.0,28.69,17.0792,3,1
34754,166,107,10.0001,0.2503,20.0,489.05,604.66,1500.36,1313.97,10.52,15.49,394.67,2318.94,8786.04,1.26,45.5,372.12,2388.16,8130.45,8.6701,0.03,370,2319,100.0,28.51,17.1692,3,1
34756,166,109,10.0077,0.25,20.0,489.05,604.99,1509.06,1317.8,10.52,15.49,395.53,2318.95,8780.21,1.26,45.42,371.44,2388.13,8132.62,8.677,0.03,369,2319,100.0,28.61,17.106,3,1
34766,166,119,10.0003,0.2502,20.0,489.05,604.95,1508.18,1314.95,10.52,15.49,394.0,2319.0,8787.84,1.26,45.49,371.47,2388.16,8135.2,8.6413,0.03,369,2319,100.0,28.58,17.1103,3,1
34771,166,124,10.0046,0.25,20.0,489.05,605.11,1503.33,1313.58,10.52,15.5,394.57,2318.91,8777.79,1.26,45.4,371.3,2388.21,8137.4,8.6572,0.03,369,2319,100.0,28.66,17.1755,3,1
34777,166,130,9.9991,0.25,20.0,489.05,604.62,1508.09,1310.1,10.52,15.49,394.54,2318.98,8789.46,1.26,45.53,371.57,2388.17,8137.08,8.6559,0.03,370,2319,100.0,28.61,17.1037,3,1
34786,166,139,10.0027,0.25,20.0,489.05,604.77,1508.85,1305.65,10.52,15.49,393.94,2318.97,8787.03,1.26,45.4,370.82,2388.19,8139.59,8.7036,0.03,370,2319,100.0,28.57,17.1483,3,1
34797,166,150,10.0075,0.2512,20.0,489.05,605.35,1504.19,1316.8,10.52,15.49,393.85,2318.96,8792.54,1.26,45.61,371.26,2388.16,8139.32,8.693,0.03,370,2319,100.0,28.49,17.1047,3,1
34799,166,152,10.0066,0.2517,20.0,489.05,605.56,1501.68,1315.83,10.52,15.49,394.73,2319.02,8789.33,1.26,45.5,370.65,2388.19,8141.01,8.6336,0.03,369,2319,100.0,28.49,17.0909,3,1
34803,166,156,10.0016,0.25,20.0,489.05,605.69,1507.19,1314.89,10.52,15.5,394.04,2318.95,8792.1,1.26,45.66,371.39,2388.23,8142.14,8.6764,0.03,369,2319,100.0,28.51,17.039,3,1
34809,166,162,9.9983,0.25,20.0,489.05,605.26,1506.67,1322.27,10.52,15.5,393.88,2319.02,8794.68,1.26,45.7,371.02,2388.19,8148.76,8.6595,0.03,371,2319,100.0,28.39,17.0236,3,1
34810,166,163,10.007,0.2513,20.0,489.05,605.18,1505.18,1310.96,10.52,15.5,393.69,2318.95,8793.99,1.26,45.7,371.13,2388.2,8145.48,8.6591,0.03,370,2319,100.0,28.58,16.9838,3,1
34822,166,175,10.0064,0.2501,20.0,489.05,605.42,1503.27,1308.69,10.52,15.5,394.15,2318.99,8802.47,1.26,45.71,371.13,2388.21,8150.0,8.6872,0.03,370,2319,100.0,28.42,16.9736,3,1
34849,166,202,10.0044,0.25,20.0,489.05,605.39,1499.15,1320.58,10.52,15.5,393.38,2319.07,8828.12,1.26,45.91,370.6,2388.29,8170.4,8.7092,0.03,372,2319,100.0,28.4,17.0521,4,1
34853,166,206,9.9996,0.2511,20.0,489.05,605.08,1509.05,1315.06,10.52,15.5,393.89,2319.06,8824.34,1.26,45.68,370.44,2388.27,8174.53,8.7105,0.03,370,2319,100.0,28.47,17.1519,4,1
34863,166,216,10.0,0.25,20.0,489.05,605.67,1515.99,1322.82,10.52,15.5,393.42,2319.13,8841.89,1.26,45.87,370.6,2388.32,8176.58,8.7206,0.03,371,2319,100.0,28.43,16.9523,4,1
34865,166,218,10.0024,0.25,20.0,489.05,605.32,1505.76,1319.15,10.52,15.5,393.62,2319.12,8839.19,1.26,45.7,370.6,2388.29,8178.05,8.7466,0.03,371,2319,100.0,28.58,17.0564,4,1
34868,166,221,10.0032,0.252,20.0,489.05,605.95,1515.19,1327.43,10.52,15.5,393.5,2319.17,8846.6,1.26,45.96,370.33,2388.35,8185.58,8.7135,0.03,374,2319,100.0,28.36,17.0646,4,1
34877,167,1,10.0056,0.2507,20.0,489.05,604.88,1509.22,1313.29,10.52,15.49,393.77,2319.0,8772.85,1.26,45.53,371.57,2388.22,8131.0,8.6969,0.03,370,2319,100.0,28.54,17.1093,2,1
34902,167,26,10.0038,0.2509,20.0,489.05,604.78,1511.4,1315.91,10.52,15.49,394.7,2318.98,8771.65,1.26,45.53,371.25,2388.21,8126.9,8.6626,0.03,371,2319,100.0,28.66,17.015,2,1
34910,167,34,9.9985,0.25,20.0,489.05,605.02,1502.26,1313.26,10.52,15.5,393.29,2318.94,8777.13,1.26,45.64,371.51,2388.21,8128.66,8.6627,0.03,368,2319,100.0,28.46,17.1635,3,1
34911,167,35,9.9991,0.25,20.0,489.05,604.86,1505.21,1315.9,10.52,15.49,394.19,2318.98,8775.36,1.26,45.44,371.09,2388.21,8126.05,8.6453,0.03,369,2319,100.0,28.37,17.1927,3,1
34923,167,47,10.0062,0.2516,20.0,489.05,604.83,1501.14,1314.36,10.52,15.49,394.33,2319.04,8774.58,1.26,45.57,371.25,2388.22,8127.61,8.6715,0.03,370,2319,100.0,28.47,17.0937,3,1
34930,167,54,10.0054,0.2512,20.0,489.05,605.07,1504.44,1303.4,10.52,15.5,394.01,2318.92,8781.13,1.26,45.35,371.55,2388.2,8128.11,8.6398,0.03,371,2319,100.0,28.24,17.198,3,1
34936,167,60,10.0041,0.25,20.0,489.05,605.1,1502.13,1315.12,10.52,15.5,393.64,2319.01,8786.48,1.26,45.72,371.24,2388.28,8129.24,8.6771,0.03,371,2319,100.0,28.6,17.0074,3,1
34941,167,65,10.0032,0.25,20.0,489.05,605.31,1511.48,1312.86,10.52,15.49,393.92,2318.95,8788.18,1.26,45.61,370.98,2388.16,8128.48,8.6428,0.03,370,2319,100.0,28.43,17.1247,3,1
34952,167,76,10.0037,0.2513,20.0,489.05,605.07,1501.55,1307.38,10.52,15.5,394.53,2318.97,8784.14,1.26,45.54,371.19,2388.23,8129.21,8.6814,0.03,370,2319,100.0,28.68,17.0667,3,1
34954,167,78,10.0012,0.2501,20.0,489.05,605.08,1507.89,1309.18,10.52,15.5,394.09,2318.97,8783.08,1.26,45.42,371.42,2388.2,8135.35,8.6743,0.03,370,2319,100.0,28.43,17.2395,3,1
34963,167,87,9.9992,0.25,20.0,489.05,604.92,1504.83,1312.35,10.52,15.49,394.41,2318.98,8784.48,1.26,45.61,371.1,2388.23,8128.95,8.6868,0.03,369,2319,100.0,28.33,17.0419,3,1
34968,167,92,10.0023,0.25,20.0,489.05,604.82,1506.97,1317.25,10.52,15.5,393.67,2318.99,8784.07,1.26,45.61,370.84,2388.14,8134.44,8.6621,0.03,372,2319,100.0,28.47,16.9231,3,1
34977,167,101,10.0067,0.2518,20.0,489.05,605.27,1502.64,1312.2,10.52,15.5,393.74,2318.99,8782.99,1.26,45.79,371.05,2388.22,8129.76,8.6803,0.03,368,2319,100.0,28.39,17.1525,3,1
34995,167,119,10.0079,0.25,20.0,489.05,605.35,1500.53,1316.92,10.52,15.49,394.48,2319.02,8794.31,1.26,45.68,371.23,2388.21,8143.27,8.6941,0.03,370,2319,100.0,28.48,17.1372,3,1
34999,167,123,10.0073,0.2501,20.0,489.05,605.18,1506.73,1325.54,10.52,15.49,393.64,2319.0,8797.07,1.26,45.69,371.75,2388.22,8136.4,8.6754,0.03,370,2319,100.0,28.54,17.1487,3,1
35000,167,124,10.0072,0.25,20.0,489.05,604.99,1501.31,1320.41,10.52,15.49,393.63,2318.98,8796.4,1.26,45.62,370.42,2388.17,8140.39,8.725,0.03,372,2319,100.0,28.39,17.1116,3,1
35014,167,138,10.0044,0.25,20.0,489.05,604.99,1506.41,1321.26,10.52,15.5,394.45,2319.06,8801.67,1.26,45.84,370.7,2388.25,8146.05,8.7268,0.03,371,2319,100.0,28.64,16.9785,4,1
35018,167,142,10.0,0.2512,20.0,489.05,605.63,1506.0,1326.33,10.52,15.5,393.79,2319.06,8803.53,1.26,45.82,371.24,2388.28,8156.56,8.7402,0.03,371,2319,100.0,28.54,17.0868,4,1
35023,167,147,10.0057,0.25,20.0,489.05,605.7,1504.85,1326.09,10.52,15.49,393.03,2319.05,8818.56,1.26,45.85,371.03,2388.3,8155.68,8.7165,0.03,371,2319,100.0,28.41,17.0787,4,1
35024,167,148,10.0003,0.2503,20.0,489.05,605.16,1504.96,1314.22,10.52,15.5,393.77,2319.05,8816.35,1.26,45.72,370.84,2388.29,8157.37,8.7244,0.03,369,2319,100.0,28.53,16.9773,4,1
35026,167,150,10.0058,0.2506,20.0,489.05,605.28,1512.82,1325.99,10.52,15.5,393.24,2319.07,8815.2,1.26,45.77,371.24,2388.25,8163.27,8.6849,0.03,371,2319,100.0,28.38,17.0093,4,1
35028,167,152,10.0067,0.251,20.0,489.05,605.69,1515.41,1327.5,10.52,15.5,393.04,2319.1,8823.75,1.26,46.22,370.82,2388.31,8164.17,8.7226,0.03,371,2319,100.0,28.37,16.9859,4,1
35033,167,157,9.9985,0.2509,20.0,489.05,604.71,1510.01,1330.06,10.52,15.5,393.58,2319.12,8826.5,1.26,45.68,370.92,2388.33,8166.75,8.7424,0.03,372,2319,100.0,28.25,17.1602,4,1
35042,167,166,10.0038,0.2505,20.0,489.05,605.53,1511.29,1337.94,10.52,15.5,392.8,2319.15,8845.79,1.26,45.77,370.84,2388.29,8177.7,8.7467,0.03,371,2319,100.0,28.3,17.0794,4,1
35052,167,176,9.9996,0.25,20.0,489.05,606.06,1513.45,1325.32,10.52,15.5,392.92,2319.19,8860.58,1.26,45.99,370.9,2388.38,8194.48,8.747,0.03,372,2319,100.0,28.18,16.9674,4,1
35057,168,4,10.0021,0.2508,20.0,489.05,605.09,1502.2,1310.47,10.52,15.49,394.32,2318.95,8773.98,1.26,45.45,371.86,2388.18,8120.25,8.648,0.03,370,2319,100.0,28.57,17.1303,1,1
35060,168,7,10.0072,0.25,20.0,489.05,604.64,1504.03,1309.76,10.52,15.49,393.82,2318.94,8760.39,1.26,45.44,371.54,2388.16,8121.21,8.6618,0.03,369,2319,100.0,28.6,17.0559,1,1
35063,168,10,10.0056,0.2504,20.0,489.05,604.88,1503.93,1308.0,10.52,15.5,395.03,2318.94,8768.03,1.26,45.42,371.92,2388.15,8119.77,8.6513,0.03,371,2319,100.0,28.48,17.1172,1,1
35072,168,19,9.9991,0.25,20.0,489.05,604.86,1503.54,1309.91,10.52,15.49,394.93,2318.97,8778.34,1.26,45.4,371.55,2388.19,8120.42,8.6823,0.03,370,2319,100.0,28.55,17.1139,1,1
35077,168,24,10.0066,0.2501,20.0,489.05,604.68,1499.26,1304.48,10.52,15.49,394.36,2318.91,8767.09,1.26,45.47,371.59,2388.17,8124.85,8.6641,0.03,370,2319,100.0,28.61,17.0149,1,1
35082,168,29,10.0003,0.252,20.0,489.05,605.23,1509.56,1311.27,10.52,15.49,394.32,2318.95,8768.71,1.26,45.46,371.2,2388.17,8123.33,8.677,0.03,369,2319,100.0,28.54,17.1817,1,1
35084,168,31,10.0021,0.2506,20.0,489.05,604.64,1498.24,1318.24,10.52,15.49,394.45,2318.97,8764.84,1.26,45.55,371.41,2388.13,8127.85,8.6381,0.03,370,2319,100.0,28.59,17.0521,1,1
35093,168,40,10.0039,0.2508,20.0,489.05,604.52,1502.85,1306.5,10.52,15.5,394.84,2318.94,8771.38,1.26,45.36,371.24,2388.1,8123.29,8.6791,0.03,369,2319,100.0,28.58,17.182,1,1
35094,168,41,10.0056,0.25,20.0,489.05,604.75,1505.32,1311.62,10.52,15.49,394.74,2318.99,8781.07,1.26,45.24,371.59,2388.13,8122.09,8.6778,0.03,370,2319,100.0,28.53,17.249,1,1
35099,168,46,9.9998,0.2504,20.0,489.05,605.26,1500.73,1309.17,10.52,15.49,394.41,2318.98,8769.14,1.26,45.48,371.73,2388.19,8122.84,8.6747,0.03,369,2319,100.0,28.66,17.1543,1,1
35102,168,49,10.0019,0.25,20.0,489.05,604.39,1496.33,1314.18,10.52,15.49,394.41,2318.98,8770.97,1.26,45.52,371.67,2388.13,8123.47,8.6711,0.03,369,2319,100.0,28.56,17.1498,1,1
35106,168,53,10.0073,0.25,20.0,489.05,604.62,1500.78,1309.75,10.52,15.5,394.4,2318.95,8770.18,1.26,45.42,371.3,2388.12,8117.0,8.6469,0.03,369,2319,100.0,28.49,17.0621,1,1
35107,168,54,9.9988,0.2515,20.0,489.05,605.07,1501.47,1311.11,10.52,15.49,394.53,2318.98,8768.11,1.26,45.44,371.65,2388.16,8124.39,8.7013,0.03,370,2319,100.0,28.46,17.1521,2,1
35109,168,56,10.0052,0.25,20.0,489.05,604.85,1505.69,1308.27,10.52,15.49,394.65,2318.89,8769.72,1.26,45.52,371.5,2388.13,8117.27,8.6678,0.03,368,2319,100.0,28.55,17.1329,2,1
35119,168,66,10.0051,0.25,20.0,489.05,604.65,1503.32,1307.34,10.52,15.49,394.38,2319.01,8768.97,1.26,45.28,371.84,2388.18,8119.65,8.6609,0.03,369,2319,100.0,28.5,17.1154,2,1
35127,168,74,10.0046,0.2507,20.0,489.05,604.9,1498.98,1314.53,10.52,15.49,393.03,2319.01,8767.99,1.26,45.67,371.82,2388.2,8126.23,8.6532,0.03,371,2319,100.0,28.72,17.1545,2,1
35137,168,84,9.998,0.2514,20.0,489.05,604.48,1497.6,1306.08,10.52,15.49,394.12,2318.96,8775.43,1.26,45.39,371.01,2388.17,8124.99,8.6394,0.03,369,2319,100.0,28.4,17.076,2,1
35144,168,91,10.0071,0.2509,20.0,489.05,604.54,1497.26,1309.38,10.52,15.49,393.68,2318.97,8769.14,1.26,45.52,370.91,2388.21,8121.67,8.6631,0.03,370,2319,100.0,28.61,17.1141,2,1
35145,168,92,9.9987,0.2505,20.0,489.05,604.39,1502.92,1306.48,10.52,15.5,394.39,2318.96,8772.34,1.26,45.36,371.58,2388.16,8122.82,8.664,0.03,370,2319,100.0,28.56,17.2788,2,1
35157,168,104,10.0043,0.2518,20.0,489.05,604.6,1506.6,1310.82,10.52,15.49,394.58,2318.93,8770.71,1.26,45.44,371.87,2388.16,8123.13,8.6919,0.03,369,2319,100.0,28.56,17.098,3,1
35159,168,106,10.007,0.2504,20.0,489.05,604.89,1494.35,1311.62,10.52,15.49,394.12,2319.01,8766.75,1.26,45.7,371.11,2388.2,8123.91,8.692,0.03,368,2319,100.0,28.55,17.1615,3,1
35161,168,108,10.0029,0.2514,20.0,489.05,605.08,1503.25,1314.39,10.52,15.49,394.07,2318.96,8777.26,1.26,45.36,371.17,2388.19,8123.29,8.6624,0.03,369,2319,100.0,28.56,17.1356,3,1
35173,168,120,10.001,0.2508,20.0,489.05,604.96,1503.59,1315.75,10.52,15.49,394.4,2318.99,8773.24,1.26,45.61,370.76,2388.18,8121.11,8.6683,0.03,369,2319,100.0,28.51,17.1582,3,1
35177,168,124,10.0012,0.25,20.0,489.05,604.64,1501.86,1313.5,10.52,15.49,394.13,2318.99,8770.7,1.26,45.49,371.45,2388.11,8127.9,8.6725,0.03,371,2319,100.0,28.63,17.1775,3,1
35182,168,129,10.0024,0.2516,20.0,489.05,604.82,1503.02,1312.84,10.52,15.49,393.95,2318.96,8779.13,1.26,45.52,371.07,2388.2,8126.33,8.68,0.03,370,2319,100.0,28.51,17.0663,3,1
35190,168,137,10.0046,0.25,20.0,489.05,605.27,1503.66,1312.71,10.52,15.5,394.44,2318.99,8769.92,1.26,45.44,371.2,2388.18,8125.31,8.6887,0.03,370,2319,100.0,28.52,17.1829,3,1
35196,168,143,10.0021,0.25,20.0,489.05,605.58,1505.75,1314.46,10.52,15.49,394.61,2319.01,8766.78,1.26,45.69,371.3,2388.22,8124.78,8.7021,0.03,370,2319,100.0,28.37,17.0465,3,1
35199,168,146,10.0035,0.25,20.0,489.05,605.4,1501.92,1310.31,10.52,15.49,393.96,2319.03,8777.37,1.26,45.8,370.98,2388.14,8120.53,8.6572,0.03,371,2319,100.0,28.39,17.1634,3,1
35209,168,156,10.0076,0.25,20.0,489.05,604.68,1506.2,1315.86,10.52,15.5,394.22,2319.01,8768.58,1.26,45.63,370.91,2388.22,8125.73,8.6926,0.03,371,2319,100.0,28.27,17.065,3,1
35214,168,161,10.0048,0.25,20.0,489.05,604.97,1503.82,1312.9,10.52,15.49,394.47,2318.96,8769.5,1.26,45.55,371.49,2388.23,8120.59,8.7096,0.03,371,2319,100.0,28.26,17.0913,3,1
35234,168,181,9.9988,0.25,20.0,489.05,605.45,1503.58,1318.57,10.52,15.49,393.58,2319.05,8772.85,1.26,45.67,371.42,2388.17,8116.91,8.6851,0.03,371,2319,100.0,28.53,17.165,3,1
35235,168,182,10.0075,0.251,20.0,489.05,605.35,1498.86,1307.06,10.52,15.5,393.77,2319.02,8768.46,1.26,45.65,371.19,2388.26,8122.27,8.6777,0.03,370,2319,100.0,28.49,17.0043,3,1
35246,168,193,10.0074,0.2519,20.0,489.05,605.55,1507.08,1317.74,10.52,15.5,393.28,2319.02,8767.61,1.26,45.85,370.58,2388.3,8120.62,8.6613,0.03,370,2319,100.0,28.44,17.1296,3,1
35250,168,197,9.9985,0.25,20.0,489.05,605.3,1503.45,1322.61,10.52,15.5,393.24,2319.04,8780.52,1.26,45.94,371.09,2388.29,8121.45,8.6789,0.03,371,2319,100.0,28.4,16.9984,3,1
35267,168,214,10.0047,0.2511,20.0,489.05,605.24,1506.51,1320.32,10.52,15.5,393.33,2319.08,8770.72,1.26,45.74,370.78,2388.34,8126.32,8.7403,0.03,371,2319,100.0,28.38,17.0672,4,1
35280,168,227,10.0004,0.2503,20.0,489.05,605.48,1508.31,1325.4,10.52,15.5,393.49,2319.14,8775.69,1.26,45.8,370.56,2388.35,8120.66,8.7278,0.03,372,2319,100.0,28.27,17.0269,4,1
35282,168,229,10.0003,0.2517,20.0,489.05,605.56,1507.29,1331.39,10.52,15.5,393.04,2319.19,8776.6,1.26,45.67,371.12,2388.32,8122.42,8.6989,0.03,371,2319,100.0,28.35,16.9865,4,1
35290,168,237,10.0,0.25,20.0,489.05,605.42,1512.87,1327.22,10.52,15.5,392.52,2319.13,8782.84,1.26,45.88,370.52,2388.4,8118.85,8.7449,0.03,371,2319,100.0,28.47,16.9936,4,1
35291,168,238,10.0037,0.25,20.0,489.05,606.07,1506.53,1324.24,10.52,15.5,392.88,2319.17,8774.59,1.26,45.92,369.94,2388.34,8122.87,8.7283,0.03,372,2319,100.0,28.41,16.9786,4,1
35292,168,239,10.0043,0.25,20.0,489.05,605.45,1511.41,1335.94,10.52,15.5,392.28,2319.12,8780.16,1.26,45.94,370.73,2388.35,8118.19,8.7161,0.03,372,2319,100.0,28.28,17.0195,4,1
35303,168,250,10.006,0.25,20.0,489.05,605.82,1514.74,1322.13,10.52,15.5,392.88,2319.23,8779.1,1.26,45.94,370.16,2388.4,8123.83,8.7597,0.03,371,2319,100.0,28.17,16.848,4,1
35321,169,15,10.0024,0.2515,20.0,489.05,604.37,1496.05,1303.66,10.52,15.49,394.48,2318.88,8787.72,1.26,45.2,371.69,2388.05,8142.73,8.652,0.03,368,2319,100.0,28.48,17.0863,1,1
35346,169,40,10.0036,0.2501,20.0,489.05,604.49,1495.85,1300.95,10.52,15.49,394.65,2318.86,8788.89,1.26,45.4,371.76,2388.03,8133.03,8.6315,0.03,369,2319,100.0,28.52,17.1811,2,1
35350,169,44,10.0022,0.2505,20.0,489.05,604.81,1500.72,1303.49,10.52,15.49,394.85,2318.85,8781.11,1.26,45.36,371.73,2388.09,8136.79,8.6377,0.03,369,2319,100.0,28.61,17.1256,2,1
35352,169,46,9.9996,0.25,20.0,489.05,604.94,1504.73,1305.19,10.52,15.49,394.61,2318.89,8786.11,1.26,45.28,371.9,2388.1,8137.56,8.6575,0.03,368,2319,100.0,28.5,17.1349,2,1
35361,169,55,9.9993,0.25,20.0,489.05,605.17,1494.96,1301.11,10.52,15.49,394.94,2318.87,8788.83,1.26,45.33,371.84,2388.04,8139.33,8.6055,0.03,367,2319,100.0,28.64,17.252,2,1
35370,169,64,10.0069,0.25,20.0,489.05,604.36,1496.1,1304.89,10.52,15.49,394.95,2318.85,8783.67,1.26,45.32,372.05,2388.07,8131.9,8.652,0.03,369,2319,100.0,28.76,17.2097,2,1
35378,169,72,10.0029,0.25,20.0,489.05,604.78,1493.6,1303.9,10.52,15.49,395.61,2318.84,8787.12,1.26,45.16,371.83,2388.09,8135.37,8.6444,0.03,369,2319,100.0,28.55,17.2313,3,1
35379,169,73,10.0057,0.25,20.0,489.05,603.84,1501.42,1302.95,10.52,15.49,394.32,2318.84,8788.72,1.26,45.39,372.19,2388.11,8134.69,8.6285,0.03,369,2319,100.0,28.57,17.0955,3,1
35385,169,79,10.0055,0.2505,20.0,489.05,604.4,1501.46,1304.08,10.52,15.49,394.88,2318.87,8784.57,1.26,45.32,371.83,2388.12,8132.93,8.64,0.03,371,2319,100.0,28.43,17.2079,3,1
35391,169,85,10.0044,0.2517,20.0,489.05,604.71,1499.15,1304.12,10.52,15.49,395.4,2318.88,8783.58,1.26,45.14,371.42,2388.21,8137.33,8.6354,0.03,368,2319,100.0,28.5,17.1834,3,1
35392,169,86,10.0031,0.25,20.0,489.05,604.68,1501.12,1306.83,10.52,15.49,395.38,2318.89,8790.46,1.26,45.35,371.6,2388.06,8137.89,8.6129,0.03,368,2319,100.0,28.94,17.2142,3,1
35394,169,88,10.0078,0.25,20.0,489.05,604.56,1495.78,1308.5,10.52,15.49,395.03,2318.78,8785.53,1.26,45.48,372.17,2388.09,8142.33,8.6279,0.03,370,2319,100.0,28.63,17.1356,3,1
35395,169,89,10.0012,0.2518,20.0,489.05,604.68,1497.53,1305.26,10.52,15.49,395.52,2318.9,8778.09,1.26,45.4,372.32,2388.07,8137.48,8.6564,0.03,369,2319,100.0,28.56,17.2207,3,1
35398,169,92,10.0032,0.2512,20.0,489.05,604.63,1502.49,1302.1,10.52,15.49,394.69,2318.85,8787.52,1.26,45.24,371.37,2388.11,8136.89,8.6729,0.03,368,2319,100.0,28.58,17.1571,3,1
35409,169,103,10.0019,0.25,20.0,489.05,604.45,1499.7,1309.52,10.52,15.49,395.12,2318.91,8793.48,1.26,45.44,371.64,2388.06,8138.07,8.6386,0.03,370,2319,100.0,28.75,17.0935,3,1
35420,169,114,10.0047,0.2509,20.0,489.05,604.48,1497.29,1311.48,10.52,15.5,394.13,2318.94,8787.1,1.26,45.44,371.26,2388.14,8133.86,8.6191,0.03,368,2319,100.0,28.62,17.1695,3,1
35428,169,122,9.9984,0.25,20.0,489.05,604.68,1501.1,1311.34,10.52,15.49,394.46,2318.94,8791.16,1.26,45.41,371.38,2388.11,8132.92,8.6361,0.03,371,2319,100.0,28.47,17.1917,3,1
35444,169,138,10.0026,0.2511,20.0,489.05,604.71,1496.65,1310.35,10.52,15.49,394.6,2318.94,8794.32,1.26,45.3,370.81,2388.16,8142.23,8.674,0.03,369,2319,100.0,28.47,17.1621,3,1
35465,169,159,10.0059,0.25,20.0,489.05,605.14,1501.86,1308.89,10.52,15.49,393.45,2319.0,8790.63,1.26,45.57,370.87,2388.15,8145.72,8.6787,0.03,370,2319,100.0,28.59,17.1449,3,1
35468,169,162,10.0073,0.2502,20.0,489.05,605.26,1505.09,1315.25,10.52,15.5,393.73,2318.99,8796.54,1.26,45.68,370.66,2388.2,8142.84,8.6368,0.03,369,2319,100.0,28.55,17.1671,3,1
35473,169,167,9.9994,0.2514,20.0,489.05,604.6,1493.89,1322.22,10.52,15.49,394.16,2319.05,8799.53,1.26,45.67,371.42,2388.21,8145.59,8.6927,0.03,371,2319,100.0,28.56,17.0989,3,1
35480,169,174,10.0033,0.2519,20.0,489.05,605.19,1512.88,1320.74,10.52,15.49,393.74,2318.96,8803.2,1.26,45.54,371.21,2388.19,8147.92,8.6985,0.03,370,2319,100.0,28.48,17.0001,4,1
35492,169,186,10.0016,0.25,20.0,489.05,605.45,1505.97,1322.71,10.52,15.5,393.8,2319.1,8799.91,1.26,45.64,371.39,2388.26,8146.24,8.6827,0.03,370,2319,100.0,28.34,17.0184,4,1
35493,169,187,10.0056,0.25,20.0,489.05,604.97,1505.12,1317.3,10.52,15.5,394.04,2319.04,8807.45,1.26,45.6,370.78,2388.23,8149.75,8.733,0.03,371,2319,100.0,28.54,17.0477,4,1
35494,169,188,10.0011,0.2503,20.0,489.05,605.63,1506.06,1319.57,10.52,15.5,393.81,2319.02,8797.6,1.26,45.78,370.73,2388.28,8148.39,8.6973,0.03,371,2319,100.0,28.37,17.1681,4,1
35504,169,198,10.0017,0.2501,20.0,489.05,605.0,1506.65,1323.23,10.52,15.5,394.04,2319.14,8813.64,1.26,45.8,370.7,2388.34,8156.96,8.737,0.03,373,2319,100.0,28.59,17.0773,4,1
35514,169,208,9.9987,0.2518,20.0,489.05,606.43,1509.04,1332.57,10.52,15.5,392.95,2319.16,8815.27,1.26,46.14,370.8,2388.37,8162.15,8.7326,0.03,371,2319,100.0,28.3,16.9382,4,1
35533,170,9,9.9986,0.25,20.0,489.05,604.65,1496.57,1301.7,10.52,15.49,395.05,2318.85,8781.03,1.26,45.17,371.55,2388.04,8133.66,8.5962,0.03,368,2319,100.0,28.49,17.2459,1,1
35534,170,10,10.0027,0.25,20.0,489.05,604.85,1495.43,1306.56,10.52,15.49,395.06,2318.83,8778.06,1.26,45.15,372.11,2388.01,8129.31,8.6252,0.03,369,2319,100.0,28.74,17.3332,1,1
35560,170,36,10.0036,0.2505,20.0,489.05,604.88,1494.13,1300.66,10.52,15.49,394.43,2318.81,8782.4,1.26,45.41,371.61,2388.01,8135.73,8.6509,0.03,369,2319,100.0,28.63,17.2801,1,1
35566,170,42,10.003,0.25,20.0,489.05,604.83,1496.23,1297.44,10.52,15.49,393.94,2318.92,8783.2,1.26,45.38,372.08,2388.02,8136.24,8.6237,0.03,368,2319,100.0,28.44,17.1873,1,1
35579,170,55,10.0078,0.25,20.0,489.05,604.25,1504.52,1301.56,10.52,15.49,394.41,2318.79,8778.94,1.26,45.11,372.12,2388.08,8128.07,8.6008,0.03,367,2319,100.0,28.68,17.2176,1,1
35587,170,63,10.0028,0.25,20.0,489.05,604.97,1494.48,1303.29,10.52,15.49,395.18,2318.82,8782.25,1.26,45.21,371.88,2388.08,8135.48,8.6362,0.03,369,2319,100.0,28.69,17.2047,1,1
35588,170,64,10.0059,0.2505,20.0,489.05,604.61,1493.68,1303.08,10.52,15.49,395.42,2318.83,8781.02,1.26,45.26,371.81,2388.06,8135.91,8.6412,0.03,369,2319,100.0,28.72,17.1055,1,1
35594,170,70,10.0044,0.25,20.0,489.05,604.04,1505.04,1300.84,10.52,15.49,394.46,2318.84,8775.26,1.26,45.26,372.34,2388.03,8127.32,8.6378,0.03,368,2319,100.0,28.7,17.3319,1,1
35599,170,75,10.0061,0.2501,20.0,489.05,604.75,1489.61,1307.87,10.52,15.49,394.75,2318.85,8772.42,1.26,45.16,371.54,2388.01,8133.63,8.6199,0.03,369,2319,100.0,28.74,17.1871,1,1
35611,170,87,9.9988,0.25,20.0,489.05,603.6,1493.4,1303.49,10.52,15.49,395.55,2318.83,8771.64,1.26,45.14,371.63,2388.07,8132.23,8.6371,0.03,368,2319,100.0,28.52,17.1967,1,1
35613,170,89,10.0049,0.2503,20.0,489.05,604.43,1497.25,1305.53,10.52,15.49,394.03,2318.87,8787.21,1.26,45.22,372.32,2388.11,8131.72,8.588,0.03,368,2319,100.0,28.76,17.1922,1,1
