,Sensor_0,Sensor_4,Sensor_5,Sensor_7,Sensor_9,Sensor_15,Sensor_16,Sensor_17,Sensor_18
36590,462.54,7.05,9.03,1915.65,0.94,0.02,307,1915,84.93
36591,518.67,14.62,21.61,2388.02,1.3,0.03,393,2388,100.0
36592,491.19,9.35,13.66,2323.99,1.08,0.02,365,2324,100.0
36593,445.0,3.91,5.71,2212.23,1.02,0.02,330,2212,100.0
36594,445.0,3.91,5.72,2212.27,1.02,0.02,331,2212,100.0
36595,449.44,5.48,8.0,2223.27,1.03,0.02,333,2223,100.0
36596,449.44,5.48,8.0,2223.3,1.02,0.02,334,2223,100.0
36597,449.44,5.48,8.0,2223.29,1.02,0.02,334,2223,100.0
36598,462.54,7.05,9.03,1915.67,0.94,0.02,306,1915,84.93
36599,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
36600,445.0,3.91,5.72,2212.31,1.02,0.02,330,2212,100.0
36601,445.0,3.91,5.72,2212.43,1.02,0.02,331,2212,100.0
36602,491.19,9.35,13.66,2324.04,1.08,0.02,364,2324,100.0
36603,445.0,3.91,5.71,2212.29,1.02,0.02,331,2212,100.0
36604,462.54,7.05,9.03,1915.7,0.94,0.02,307,1915,84.93
36605,449.44,5.48,8.0,2223.32,1.02,0.02,333,2223,100.0
36606,445.0,3.91,5.72,2212.34,1.02,0.02,331,2212,100.0
36607,491.19,9.35,13.66,2324.09,1.08,0.02,365,2324,100.0
36608,462.54,7.05,9.03,1915.67,0.94,0.02,305,1915,84.93
36609,518.67,14.62,21.61,2388.05,1.3,0.03,392,2388,100.0
36610,489.05,10.52,15.5,2318.94,1.26,0.03,369,2319,100.0
36611,489.05,10.52,15.49,2318.84,1.26,0.03,370,2319,100.0
36612,491.19,9.35,13.66,2324.1,1.08,0.02,365,2324,100.0
36613,449.44,5.48,8.0,2223.41,1.02,0.02,334,2223,100.0
36614,462.54,7.05,9.03,1915.78,0.94,0.02,307,1915,84.93
36615,518.67,14.62,21.61,2388.03,1.3,0.03,393,2388,100.0
36616,462.54,7.05,9.03,1915.74,0.94,0.02,306,1915,84.93
36617,445.0,3.91,5.71,2212.41,1.02,0.02,332,2212,100.0
36618,491.19,9.35,13.66,2324.18,1.08,0.02,364,2324,100.0
36619,518.67,14.62,21.61,2388.09,1.3,0.03,393,2388,100.0
36620,489.05,10.52,15.49,2318.93,1.26,0.03,370,2319,100.0
36621,489.05,10.52,15.49,2318.9,1.26,0.03,370,2319,100.0
36622,518.67,14.62,21.61,2388.05,1.3,0.03,392,2388,100.0
36623,445.0,3.91,5.72,2212.46,1.02,0.02,332,2212,100.0
36624,445.0,3.91,5.72,2212.47,1.02,0.02,331,2212,100.0
36625,489.05,10.52,15.49,2318.98,1.26,0.03,371,2319,100.0
36626,489.05,10.52,15.49,2318.93,1.26,0.03,369,2319,100.0
36627,491.19,9.35,13.66,2324.19,1.08,0.02,366,2324,100.0
36628,445.0,3.91,5.72,2212.53,1.02,0.02,331,2212,100.0
36629,491.19,9.35,13.66,2324.22,1.08,0.02,365,2324,100.0
36630,445.0,3.91,5.72,2212.59,1.02,0.02,330,2212,100.0
36631,449.44,5.48,8.0,2223.55,1.02,0.02,334,2223,100.0
36632,449.44,5.48,8.0,2223.61,1.02,0.02,335,2223,100.0
36633,445.0,3.91,5.72,2212.58,1.02,0.02,330,2212,100.0
36634,518.67,14.62,21.61,2388.03,1.3,0.03,392,2388,100.0
36635,445.0,3.91,5.72,2212.62,1.02,0.02,332,2212,100.0
36636,445.0,3.91,5.72,2212.64,1.02,0.02,331,2212,100.0
36637,449.44,5.48,8.0,2223.66,1.02,0.02,334,2223,100.0
36638,449.44,5.48,8.0,2223.7,1.02,0.02,335,2223,100.0
36639,491.19,9.35,13.66,2324.28,1.08,0.02,365,2324,100.0
36640,491.19,9.35,13.66,2324.33,1.08,0.02,366,2324,100.0
36641,462.54,7.05,9.03,1916.06,0.94,0.02,308,1915,84.93
36642,491.19,9.35,13.66,2324.27,1.07,0.02,367,2324,100.0
36643,489.05,10.52,15.5,2319.03,1.26,0.03,370,2319,100.0
36644,518.67,14.62,21.61,2388.07,1.3,0.03,394,2388,100.0
36645,491.19,9.35,13.66,2324.28,1.07,0.03,367,2324,100.0
36646,518.67,14.62,21.61,2388.03,1.3,0.03,392,2388,100.0
36647,518.67,14.62,21.61,2388.04,1.3,0.03,394,2388,100.0
36648,449.44,5.48,8.0,2223.83,1.02,0.02,334,2223,100.0
36649,491.19,9.35,13.66,2324.41,1.08,0.02,366,2324,100.0
36650,491.19,9.35,13.66,2324.4,1.08,0.03,367,2324,100.0
36651,489.05,10.52,15.5,2318.95,1.26,0.03,369,2319,100.0
36652,491.19,9.35,13.66,2324.35,1.07,0.02,365,2324,100.0
36653,445.0,3.91,5.72,2212.92,1.03,0.02,333,2212,100.0
36654,489.05,10.52,15.49,2319.04,1.26,0.03,371,2319,100.0
36655,489.05,10.52,15.5,2319.07,1.26,0.03,371,2319,100.0
36656,462.54,7.05,9.03,1916.44,0.94,0.02,310,1915,84.93
36657,449.44,5.48,8.01,2224.13,1.02,0.02,335,2223,100.0
36658,445.0,3.91,5.72,2213.05,1.03,0.02,334,2212,100.0
36659,449.44,5.48,8.01,2224.22,1.02,0.02,335,2223,100.0
36660,491.19,9.35,13.66,2324.54,1.08,0.03,367,2324,100.0
36661,449.44,5.48,8.0,2224.2,1.02,0.02,337,2223,100.0
36662,491.19,9.35,13.66,2324.56,1.08,0.02,368,2324,100.0
36663,491.19,9.35,13.66,2324.54,1.08,0.03,366,2324,100.0
36664,489.05,10.52,15.5,2319.12,1.26,0.03,372,2319,100.0
36665,445.0,3.91,5.72,2213.31,1.03,0.02,333,2212,100.0
36666,445.0,3.91,5.72,2213.33,1.03,0.02,334,2212,100.0
36667,489.05,10.52,15.5,2319.12,1.26,0.03,372,2319,100.0
36668,449.44,5.48,8.01,2224.51,1.02,0.02,337,2223,100.0
36669,518.67,14.62,21.61,2388.15,1.3,0.03,395,2388,100.0
36670,489.05,10.52,15.5,2319.14,1.26,0.03,372,2319,100.0
36671,445.0,3.91,5.72,2213.43,1.03,0.02,333,2212,100.0
36672,445.0,3.91,5.72,2213.56,1.03,0.02,335,2212,100.0
36673,462.54,7.05,9.03,1916.91,0.94,0.02,309,1915,84.93
36674,445.0,3.91,5.72,2213.6,1.03,0.02,335,2212,100.0
36675,449.44,5.48,8.0,2222.82,1.02,0.02,335,2223,100.0
36676,449.44,5.48,8.0,2222.81,1.02,0.02,334,2223,100.0
36677,489.05,10.52,15.49,2318.92,1.26,0.03,370,2319,100.0
36678,518.67,14.62,21.61,2388.13,1.3,0.03,395,2388,100.0
36679,491.19,9.35,13.66,2323.97,1.08,0.02,366,2324,100.0
36680,445.0,3.91,5.71,2211.72,1.02,0.02,331,2212,100.0
36681,491.19,9.35,13.65,2323.97,1.08,0.02,365,2324,100.0
36682,489.05,10.52,15.49,2319.0,1.26,0.03,369,2319,100.0
36683,489.05,10.52,15.49,2318.97,1.26,0.03,368,2319,100.0
36684,462.54,7.05,9.03,1915.2,0.94,0.02,306,1915,84.93
36685,462.54,7.05,9.03,1915.24,0.94,0.02,308,1915,84.93
36686,518.67,14.62,21.61,2388.12,1.3,0.03,393,2388,100.0
36687,518.67,14.62,21.61,2388.1,1.3,0.03,393,2388,100.0
36688,491.19,9.35,13.66,2323.98,1.08,0.02,364,2324,100.0
36689,462.54,7.05,9.03,1915.27,0.94,0.02,307,1915,84.93
36690,489.05,10.52,15.49,2318.9,1.26,0.03,370,2319,100.0
36691,489.05,10.52,15.5,2318.96,1.26,0.03,369,2319,100.0
36692,518.67,14.62,21.6,2388.1,1.3,0.03,394,2388,100.0
36693,462.54,7.05,9.03,1915.21,0.94,0.02,307,1915,84.93
36694,462.54,7.05,9.03,1915.26,0.94,0.02,309,1915,84.93
36695,518.67,14.62,21.61,2388.15,1.3,0.03,393,2388,100.0
36696,449.44,5.48,8.0,2222.9,1.02,0.02,335,2223,100.0
36697,462.54,7.05,9.03,1915.26,0.94,0.02,306,1915,84.93
36698,462.54,7.05,9.03,1915.21,0.94,0.02,307,1915,84.93
36699,445.0,3.91,5.72,2211.78,1.02,0.02,331,2212,100.0
36700,462.54,7.05,9.03,1915.22,0.94,0.02,307,1915,84.93
36701,518.67,14.62,21.61,2388.08,1.3,0.03,395,2388,100.0
36702,449.44,5.48,8.0,2222.88,1.02,0.02,335,2223,100.0
36703,445.0,3.91,5.72,2211.75,1.02,0.02,331,2212,100.0
36704,491.19,9.35,13.66,2324.02,1.08,0.02,367,2324,100.0
36705,445.0,3.91,5.72,2211.77,1.02,0.02,331,2212,100.0
36706,445.0,3.91,5.71,2211.81,1.02,0.02,331,2212,100.0
36707,449.44,5.48,8.0,2222.83,1.02,0.02,333,2223,100.0
36708,445.0,3.91,5.71,2211.8,1.02,0.02,331,2212,100.0
36709,445.0,3.91,5.72,2211.82,1.02,0.02,329,2212,100.0
36710,518.67,14.62,21.61,2388.14,1.3,0.03,394,2388,100.0
36711,491.19,9.35,13.66,2323.98,1.08,0.02,366,2324,100.0
36712,462.54,7.05,9.03,1915.24,0.94,0.02,307,1915,84.93
36713,449.44,5.48,8.0,2222.84,1.02,0.02,336,2223,100.0
36714,449.44,5.48,8.0,2222.89,1.02,0.02,334,2223,100.0
36715,462.54,7.05,9.03,1915.25,0.94,0.02,306,1915,84.93
36716,445.0,3.91,5.72,2211.76,1.02,0.02,331,2212,100.0
36717,489.05,10.52,15.5,2318.93,1.26,0.03,371,2319,100.0
36718,449.44,5.48,8.0,2222.9,1.02,0.02,334,2223,100.0
36719,445.0,3.91,5.71,2211.75,1.02,0.02,332,2212,100.0
36720,445.0,3.91,5.71,2211.76,1.02,0.02,331,2212,100.0
36721,445.0,3.91,5.71,2211.76,1.02,0.02,330,2212,100.0
36722,449.44,5.48,8.0,2222.86,1.02,0.02,335,2223,100.0
36723,491.19,9.35,13.65,2324.01,1.08,0.02,367,2324,100.0
36724,518.67,14.62,21.61,2388.15,1.3,0.03,393,2388,100.0
36725,462.54,7.05,9.02,1915.24,0.94,0.02,307,1915,84.93
36726,518.67,14.62,21.61,2388.15,1.3,0.03,393,2388,100.0
36727,462.54,7.05,9.03,1915.3,0.94,0.02,307,1915,84.93
36728,445.0,3.91,5.71,2211.76,1.02,0.02,331,2212,100.0
36729,445.0,3.91,5.72,2211.81,1.02,0.02,331,2212,100.0
36730,449.44,5.48,8.0,2222.85,1.02,0.02,333,2223,100.0
36731,462.54,7.05,9.03,1915.25,0.94,0.02,307,1915,84.93
36732,449.44,5.48,8.0,2222.8,1.02,0.02,335,2223,100.0
36733,445.0,3.91,5.71,2211.72,1.02,0.02,331,2212,100.0
36734,449.44,5.48,8.0,2222.85,1.02,0.02,335,2223,100.0
36735,445.0,3.91,5.72,2211.77,1.02,0.02,331,2212,100.0
36736,445.0,3.91,5.72,2211.77,1.02,0.02,331,2212,100.0
36737,491.19,9.35,13.65,2323.94,1.07,0.02,364,2324,100.0
36738,445.0,3.91,5.72,2211.76,1.02,0.02,333,2212,100.0
36739,518.67,14.62,21.61,2388.13,1.3,0.03,392,2388,100.0
36740,489.05,10.52,15.49,2319.01,1.26,0.03,370,2319,100.0
36741,489.05,10.52,15.49,2319.0,1.26,0.03,371,2319,100.0
36742,462.54,7.05,9.02,1915.27,0.94,0.02,308,1915,84.93
36743,491.19,9.35,13.66,2323.96,1.08,0.02,366,2324,100.0
36744,518.67,14.62,21.61,2388.08,1.3,0.03,394,2388,100.0
36745,491.19,9.35,13.66,2323.95,1.08,0.02,365,2324,100.0
36746,445.0,3.91,5.72,2211.76,1.02,0.02,332,2212,100.0
36747,462.54,7.05,9.03,1915.19,0.94,0.02,308,1915,84.93
36748,491.19,9.35,13.66,2324.03,1.08,0.02,364,2324,100.0
36749,445.0,3.91,5.71,2211.79,1.02,0.02,332,2212,100.0
36750,445.0,3.91,5.71,2211.79,1.02,0.02,330,2212,100.0
36751,489.05,10.52,15.5,2318.99,1.26,0.03,370,2319,100.0
36752,489.05,10.52,15.5,2318.92,1.26,0.03,368,2319,100.0
36753,491.19,9.35,13.66,2323.99,1.08,0.02,365,2324,100.0
36754,449.44,5.48,8.0,2222.89,1.02,0.02,334,2223,100.0
36755,445.0,3.91,5.71,2211.76,1.02,0.02,331,2212,100.0
36756,462.54,7.05,9.03,1915.28,0.94,0.02,307,1915,84.93
36757,445.0,3.91,5.71,2211.81,1.02,0.02,331,2212,100.0
36758,449.44,5.48,8.0,2222.86,1.02,0.02,333,2223,100.0
36759,518.67,14.62,21.61,2388.13,1.3,0.03,394,2388,100.0
36760,462.54,7.05,9.03,1915.22,0.94,0.02,307,1915,84.93
36761,462.54,7.05,9.03,1915.25,0.94,0.02,308,1915,84.93
36762,518.67,14.62,21.61,2388.12,1.3,0.03,393,2388,100.0
36763,491.19,9.35,13.66,2324.0,1.08,0.02,365,2324,100.0
36764,489.05,10.52,15.49,2318.98,1.26,0.03,370,2319,100.0
36765,491.19,9.35,13.66,2323.93,1.08,0.02,366,2324,100.0
36766,445.0,3.91,5.71,2211.85,1.02,0.02,332,2212,100.0
36767,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
36768,518.67,14.62,21.61,2388.07,1.3,0.03,393,2388,100.0
36769,518.67,14.62,21.61,2388.17,1.3,0.03,393,2388,100.0
36770,462.54,7.05,9.03,1915.3,0.94,0.02,307,1915,84.93
36771,462.54,7.05,9.02,1915.24,0.94,0.02,307,1915,84.93
36772,449.44,5.48,8.0,2222.91,1.02,0.02,333,2223,100.0
36773,518.67,14.62,21.61,2388.12,1.3,0.03,392,2388,100.0
36774,445.0,3.91,5.71,2211.81,1.02,0.02,331,2212,100.0
36775,518.67,14.62,21.61,2388.11,1.3,0.03,393,2388,100.0
36776,462.54,7.05,9.02,1915.24,0.94,0.02,308,1915,84.93
36777,449.44,5.48,8.0,2222.86,1.02,0.02,336,2223,100.0
36778,462.54,7.05,9.03,1915.27,0.94,0.02,307,1915,84.93
36779,462.54,7.05,9.03,1915.22,0.94,0.02,309,1915,84.93
36780,462.54,7.05,9.03,1915.23,0.94,0.02,306,1915,84.93
36781,445.0,3.91,5.72,2211.83,1.02,0.02,331,2212,100.0
36782,491.19,9.35,13.65,2323.96,1.08,0.02,366,2324,100.0
36783,445.0,3.91,5.71,2211.77,1.02,0.02,330,2212,100.0
36784,491.19,9.35,13.66,2324.02,1.08,0.02,366,2324,100.0
36785,518.67,14.62,21.61,2388.06,1.3,0.03,393,2388,100.0
36786,491.19,9.35,13.66,2323.98,1.07,0.02,365,2324,100.0
36787,518.67,14.62,21.61,2388.15,1.3,0.03,394,2388,100.0
36788,445.0,3.91,5.72,2211.82,1.02,0.02,331,2212,100.0
36789,489.05,10.52,15.5,2318.94,1.26,0.03,370,2319,100.0
36790,445.0,3.91,5.71,2211.89,1.02,0.02,331,2212,100.0
36791,518.67,14.62,21.61,2388.06,1.3,0.03,394,2388,100.0
36792,445.0,3.91,5.72,2211.86,1.02,0.02,331,2212,100.0
36793,518.67,14.62,21.61,2388.18,1.3,0.03,394,2388,100.0
36794,462.54,7.05,9.03,1915.3,0.94,0.02,307,1915,84.93
36795,445.0,3.91,5.71,2211.81,1.02,0.02,330,2212,100.0
36796,449.44,5.48,8.0,2222.93,1.03,0.02,334,2223,100.0
36797,462.54,7.05,9.03,1915.32,0.94,0.02,306,1915,84.93
36798,462.54,7.05,9.03,1915.36,0.94,0.02,307,1915,84.93
36799,518.67,14.62,21.61,2388.18,1.3,0.03,393,2388,100.0
36800,491.19,9.35,13.66,2324.04,1.08,0.02,366,2324,100.0
36801,518.67,14.62,21.61,2388.16,1.3,0.03,394,2388,100.0
36802,489.05,10.52,15.49,2318.98,1.26,0.03,371,2319,100.0
36803,462.54,7.05,9.03,1915.28,0.94,0.02,308,1915,84.93
36804,462.54,7.05,9.03,1915.31,0.94,0.02,306,1915,84.93
36805,491.19,9.35,13.66,2324.05,1.07,0.02,365,2324,100.0
36806,445.0,3.91,5.71,2211.81,1.02,0.02,331,2212,100.0
36807,489.05,10.52,15.5,2319.01,1.26,0.03,369,2319,100.0
36808,445.0,3.91,5.71,2211.85,1.02,0.02,329,2212,100.0
36809,445.0,3.91,5.71,2211.85,1.02,0.02,332,2212,100.0
36810,449.44,5.48,8.0,2222.99,1.02,0.02,334,2223,100.0
36811,491.19,9.35,13.66,2323.99,1.08,0.02,366,2324,100.0
36812,518.67,14.62,21.61,2388.04,1.3,0.03,392,2388,100.0
36813,462.54,7.05,9.03,1915.33,0.94,0.02,306,1915,84.93
36814,491.19,9.35,13.66,2323.98,1.08,0.02,365,2324,100.0
36815,489.05,10.52,15.49,2319.01,1.26,0.03,371,2319,100.0
36816,491.19,9.35,13.66,2324.02,1.08,0.02,365,2324,100.0
36817,449.44,5.48,8.0,2223.02,1.02,0.02,335,2223,100.0
36818,462.54,7.05,9.03,1915.35,0.94,0.02,307,1915,84.93
36819,489.05,10.52,15.49,2318.95,1.26,0.03,369,2319,100.0
36820,449.44,5.48,8.0,2223.0,1.02,0.02,334,2223,100.0
36821,462.54,7.05,9.03,1915.36,0.94,0.02,306,1915,84.93
36822,491.19,9.35,13.66,2324.07,1.08,0.02,365,2324,100.0
36823,518.67,14.62,21.61,2388.16,1.3,0.03,393,2388,100.0
36824,489.05,10.52,15.49,2319.0,1.26,0.03,372,2319,100.0
36825,491.19,9.35,13.66,2323.98,1.07,0.02,364,2324,100.0
36826,462.54,7.05,9.03,1915.33,0.94,0.02,307,1915,84.93
36827,462.54,7.05,9.03,1915.41,0.94,0.02,306,1915,84.93
36828,462.54,7.05,9.03,1915.41,0.94,0.02,308,1915,84.93
36829,518.67,14.62,21.61,2388.14,1.3,0.03,395,2388,100.0
36830,445.0,3.91,5.71,2211.91,1.02,0.02,332,2212,100.0
36831,491.19,9.35,13.66,2324.05,1.08,0.02,366,2324,100.0
36832,449.44,5.48,8.0,2223.02,1.02,0.02,334,2223,100.0
36833,445.0,3.91,5.72,2211.99,1.02,0.02,333,2212,100.0
36834,449.44,5.48,8.0,2223.02,1.02,0.02,334,2223,100.0
36835,445.0,3.91,5.71,2211.98,1.02,0.02,333,2212,100.0
36836,518.67,14.62,21.61,2388.1,1.3,0.03,394,2388,100.0
36837,489.05,10.52,15.5,2318.97,1.26,0.03,371,2319,100.0
36838,491.19,9.35,13.66,2324.01,1.08,0.02,365,2324,100.0
36839,445.0,3.91,5.71,2211.93,1.02,0.02,332,2212,100.0
36840,445.0,3.91,5.71,2211.91,1.02,0.02,332,2212,100.0
36841,518.67,14.62,21.61,2388.12,1.3,0.03,393,2388,100.0
36842,462.54,7.05,9.03,1915.47,0.94,0.02,306,1915,84.93
36843,462.54,7.05,9.03,1915.37,0.94,0.02,307,1915,84.93
36844,445.0,3.91,5.72,2211.92,1.02,0.02,332,2212,100.0
36845,445.0,3.91,5.72,2211.97,1.02,0.02,331,2212,100.0
36846,491.19,9.35,13.66,2324.06,1.08,0.02,367,2324,100.0
36847,491.19,9.35,13.66,2324.03,1.08,0.02,367,2324,100.0
36848,449.44,5.48,8.0,2223.05,1.02,0.02,335,2223,100.0
36849,518.67,14.62,21.61,2388.12,1.3,0.03,395,2388,100.0
36850,491.19,9.35,13.66,2324.0,1.08,0.03,367,2324,100.0
36851,489.05,10.52,15.49,2318.96,1.26,0.03,371,2319,100.0
36852,489.05,10.52,15.49,2318.96,1.26,0.03,371,2319,100.0
36853,445.0,3.91,5.72,2211.93,1.02,0.02,331,2212,100.0
36854,518.67,14.62,21.61,2388.1,1.3,0.03,392,2388,100.0
36855,462.54,7.05,9.03,1915.5,0.94,0.02,307,1915,84.93
36856,462.54,7.05,9.02,1915.45,0.94,0.02,310,1915,84.93
36857,445.0,3.91,5.72,2211.96,1.02,0.02,333,2212,100.0
36858,491.19,9.35,13.66,2324.03,1.08,0.03,366,2324,100.0
36859,445.0,3.91,5.72,2211.99,1.02,0.02,331,2212,100.0
36860,445.0,3.91,5.72,2212.09,1.02,0.02,333,2212,100.0
36861,489.05,10.52,15.49,2318.99,1.26,0.03,371,2319,100.0
36862,491.19,9.35,13.66,2324.1,1.07,0.02,366,2324,100.0
36863,449.44,5.48,8.0,2223.05,1.02,0.02,335,2223,100.0
36864,491.19,9.35,13.66,2324.11,1.08,0.03,366,2324,100.0
36865,489.05,10.52,15.5,2318.97,1.26,0.03,370,2319,100.0
36866,491.19,9.35,13.66,2324.07,1.08,0.03,366,2324,100.0
36867,462.54,7.05,9.03,1915.48,0.94,0.02,309,1915,84.93
36868,491.19,9.35,13.66,2324.07,1.08,0.02,366,2324,100.0
36869,518.67,14.62,21.61,2388.19,1.3,0.03,394,2388,100.0
36870,462.54,7.05,9.03,1915.5,0.94,0.02,308,1915,84.93
36871,489.05,10.52,15.5,2319.02,1.26,0.03,369,2319,100.0
36872,449.44,5.48,8.0,2223.13,1.02,0.02,334,2223,100.0
36873,462.54,7.05,9.02,1915.56,0.94,0.02,308,1915,84.93
36874,489.05,10.52,15.49,2319.01,1.26,0.03,371,2319,100.0
36875,518.67,14.62,21.61,2388.12,1.3,0.03,394,2388,100.0
36876,449.44,5.48,8.0,2223.18,1.02,0.02,335,2223,100.0
36877,449.44,5.48,8.0,2223.23,1.02,0.02,334,2223,100.0
36878,445.0,3.91,5.72,2212.13,1.02,0.02,332,2212,100.0
36879,491.19,9.35,13.66,2324.09,1.08,0.02,367,2324,100.0
36880,518.67,14.62,21.61,2388.11,1.3,0.03,394,2388,100.0
36881,489.05,10.52,15.5,2319.02,1.26,0.03,371,2319,100.0
36882,489.05,10.52,15.5,2319.05,1.26,0.03,370,2319,100.0
36883,491.19,9.35,13.66,2324.07,1.08,0.02,364,2324,100.0
36884,518.67,14.62,21.61,2388.11,1.3,0.03,395,2388,100.0
36885,449.44,5.48,8.0,2223.17,1.02,0.02,335,2223,100.0
36886,445.0,3.91,5.72,2212.13,1.02,0.02,332,2212,100.0
36887,445.0,3.91,5.72,2212.12,1.02,0.02,332,2212,100.0
36888,491.19,9.35,13.66,2324.2,1.07,0.03,366,2324,100.0
36889,491.19,9.35,13.66,2324.12,1.08,0.03,365,2324,100.0
36890,449.44,5.48,8.0,2223.26,1.02,0.02,336,2223,100.0
36891,449.44,5.48,8.0,2223.26,1.02,0.02,336,2223,100.0
36892,462.54,7.05,9.03,1915.63,0.94,0.02,310,1915,84.93
36893,449.44,5.48,8.0,2223.33,1.02,0.02,336,2223,100.0
36894,462.54,7.05,9.03,1915.63,0.94,0.02,308,1915,84.93
36895,449.44,5.48,8.0,2223.27,1.02,0.02,335,2223,100.0
36896,518.67,14.62,21.61,2388.09,1.3,0.03,394,2388,100.0
36897,445.0,3.91,5.72,2212.23,1.02,0.02,333,2212,100.0
36898,445.0,3.91,5.72,2212.3,1.02,0.02,332,2212,100.0
36899,445.0,3.91,5.72,2212.25,1.02,0.02,334,2212,100.0
36900,518.67,14.62,21.61,2388.1,1.3,0.03,394,2388,100.0
36901,462.54,7.05,9.03,1915.7,0.94,0.02,307,1915,84.93
36902,445.0,3.91,5.72,2212.31,1.02,0.02,332,2212,100.0
36903,445.0,3.91,5.72,2212.28,1.02,0.02,333,2212,100.0
36904,445.0,3.91,5.72,2212.31,1.02,0.02,332,2212,100.0
36905,449.44,5.48,8.0,2223.36,1.02,0.02,337,2223,100.0
36906,445.0,3.91,5.72,2212.31,1.02,0.02,334,2212,100.0
36907,445.0,3.91,5.72,2212.28,1.02,0.02,333,2212,100.0
36908,449.44,5.48,8.0,2223.37,1.02,0.02,335,2223,100.0
36909,445.0,3.91,5.72,2212.32,1.02,0.02,332,2212,100.0
36910,445.0,3.91,5.72,2212.4,1.02,0.02,333,2212,100.0
36911,491.19,9.35,13.66,2324.19,1.08,0.02,366,2324,100.0
36912,518.67,14.62,21.61,2388.19,1.3,0.03,394,2388,100.0
36913,449.44,5.48,8.0,2223.42,1.02,0.02,336,2223,100.0
36914,445.0,3.91,5.72,2212.36,1.02,0.02,334,2212,100.0
36915,489.05,10.52,15.5,2319.05,1.26,0.03,371,2319,100.0
36916,445.0,3.91,5.72,2212.48,1.02,0.02,333,2212,100.0
36917,518.67,14.62,21.61,2388.18,1.3,0.03,395,2388,100.0
36918,445.0,3.91,5.72,2212.44,1.02,0.02,331,2212,100.0
36919,462.54,7.05,9.03,1915.86,0.94,0.02,307,1915,84.93
36920,449.44,5.48,8.01,2223.55,1.02,0.02,337,2223,100.0
36921,462.54,7.05,9.03,1915.82,0.94,0.02,308,1915,84.93
36922,462.54,7.05,9.03,1915.81,0.94,0.02,311,1915,84.93
36923,462.54,7.05,9.03,1915.9,0.94,0.02,308,1915,84.93
36924,445.0,3.91,5.72,2212.54,1.02,0.02,333,2212,100.0
36925,491.19,9.35,13.66,2324.27,1.07,0.03,365,2324,100.0
36926,518.67,14.62,21.61,2388.13,1.3,0.03,396,2388,100.0
36927,518.67,14.62,21.61,2388.15,1.3,0.03,395,2388,100.0
36928,445.0,3.91,5.72,2212.61,1.02,0.02,335,2212,100.0
36929,445.0,3.91,5.72,2212.54,1.02,0.02,333,2212,100.0
36930,445.0,3.91,5.72,2212.55,1.02,0.02,333,2212,100.0
36931,518.67,14.62,21.61,2388.18,1.3,0.03,394,2388,100.0
36932,518.67,14.62,21.61,2388.14,1.3,0.03,397,2388,100.0
36933,449.44,5.48,8.01,2223.8,1.02,0.02,336,2223,100.0
36934,518.67,14.62,21.61,2388.13,1.3,0.03,396,2388,100.0
36935,445.0,3.91,5.72,2212.74,1.02,0.02,333,2212,100.0
36936,445.0,3.91,5.72,2212.69,1.02,0.02,333,2212,100.0
36937,489.05,10.52,15.5,2319.09,1.26,0.03,372,2319,100.0
36938,449.44,5.48,8.0,2223.86,1.02,0.02,335,2223,100.0
36939,445.0,3.91,5.72,2212.7,1.02,0.02,332,2212,100.0
36940,445.0,3.91,5.72,2212.79,1.02,0.02,334,2212,100.0
36941,449.44,5.48,8.0,2223.85,1.02,0.02,338,2223,100.0
36942,445.0,3.91,5.72,2212.74,1.02,0.02,332,2212,100.0
36943,518.67,14.62,21.61,2388.21,1.3,0.03,396,2388,100.0
36944,491.19,9.35,13.66,2324.45,1.07,0.03,368,2324,100.0
36945,518.67,14.62,21.61,2388.19,1.3,0.03,395,2388,100.0
36946,445.0,3.91,5.72,2212.85,1.02,0.02,334,2212,100.0
36947,518.67,14.62,21.61,2388.2,1.3,0.03,398,2388,100.0
36948,489.05,10.52,15.5,2319.2,1.26,0.03,372,2319,100.0
36949,449.44,5.48,8.0,2224.03,1.02,0.02,336,2223,100.0
36950,489.05,10.52,15.5,2319.15,1.26,0.03,371,2319,100.0
36951,449.44,5.48,8.01,2224.07,1.02,0.02,336,2223,100.0
36952,445.0,3.91,5.72,2212.94,1.03,0.02,334,2212,100.0
36953,445.0,3.91,5.72,2212.0,1.02,0.02,328,2212,100.0
36954,491.19,9.35,13.65,2323.92,1.08,0.02,363,2324,100.0
36955,491.19,9.35,13.65,2323.9,1.08,0.02,364,2324,100.0
36956,445.0,3.91,5.71,2212.0,1.02,0.02,330,2212,100.0
36957,491.19,9.35,13.65,2323.88,1.08,0.02,363,2324,100.0
36958,445.0,3.91,5.71,2212.0,1.02,0.02,329,2212,100.0
36959,518.67,14.62,21.61,2388.01,1.3,0.03,391,2388,100.0
36960,449.44,5.48,8.0,2223.0,1.02,0.02,333,2223,100.0
36961,462.54,7.05,9.02,1915.43,0.94,0.02,306,1915,84.93
36962,445.0,3.91,5.72,2212.02,1.02,0.02,330,2212,100.0
36963,445.0,3.91,5.72,2212.08,1.02,0.02,328,2212,100.0
36964,518.67,14.62,21.61,2387.96,1.3,0.03,391,2388,100.0
36965,445.0,3.91,5.71,2212.04,1.02,0.02,329,2212,100.0
