,Sensor_1,Sensor_2,Sensor_3,Sensor_6,Sensor_8,Sensor_10,Sensor_11,Sensor_12,Sensor_13,Sensor_14,Sensor_19,Sensor_20,Health_state
40633,604.61,1510.56,1310.71,394.38,8774.05,45.37,371.67,2388.17,8120.41,8.6318,28.6,17.1209,3
40637,604.76,1510.43,1305.64,394.7,8776.5,45.4,370.93,2388.19,8128.52,8.6308,28.55,17.0566,3
40644,604.59,1503.46,1310.95,394.48,8780.21,45.61,371.8,2388.17,8127.8,8.6327,28.5,17.234,3
40649,605.04,1502.47,1316.93,394.22,8775.15,45.57,371.71,2388.18,8122.17,8.7012,28.65,17.0356,3
40651,604.97,1501.91,1313.46,393.95,8778.16,45.56,371.25,2388.2,8133.25,8.6562,28.45,17.1318,3
40660,605.16,1504.76,1309.23,394.37,8784.37,45.61,371.14,2388.2,8129.03,8.6691,28.59,17.0176,3
40681,605.01,1505.66,1314.04,394.49,8781.24,45.69,371.42,2388.2,8127.34,8.7177,28.39,17.0675,3
40692,605.07,1503.59,1324.93,394.11,8780.51,45.51,371.26,2388.22,8130.14,8.6818,28.48,17.0275,4
40694,605.37,1503.25,1318.68,393.8,8779.73,45.67,371.77,2388.26,8126.52,8.7282,28.62,17.0681,4
40704,605.68,1500.35,1323.75,393.53,8789.2,45.84,370.98,2388.24,8132.82,8.7132,28.31,17.0576,4
40709,604.85,1509.42,1318.96,394.19,8780.48,45.73,370.71,2388.27,8127.94,8.7296,28.32,16.9947,4
40712,605.61,1508.78,1321.28,393.33,8786.98,46.05,370.65,2388.33,8131.96,8.7379,28.38,17.0199,4
40715,605.08,1509.56,1321.16,393.22,8790.39,45.71,370.28,2388.31,8129.42,8.7163,28.23,17.0197,4
40719,606.02,1509.97,1328.83,393.05,8780.27,45.96,370.32,2388.3,8125.53,8.7495,28.41,17.0674,4
40724,606.18,1507.22,1329.67,392.94,8791.54,45.91,370.57,2388.33,8128.39,8.7249,28.56,16.8908,4
40741,604.66,1501.37,1315.41,394.36,8777.27,45.56,371.51,2388.16,8123.51,8.6687,28.47,17.1005,1
40755,604.05,1503.94,1309.78,393.94,8771.26,45.46,371.63,2388.19,8126.89,8.6709,28.4,17.0707,1
40757,604.14,1500.09,1312.84,393.72,8782.74,45.41,371.47,2388.16,8136.05,8.6863,28.5,17.1059,1
40761,604.89,1505.39,1309.37,395.06,8779.45,45.59,371.58,2388.16,8128.97,8.6586,28.59,17.0718,1
40784,605.55,1508.01,1307.14,393.51,8771.22,45.54,371.54,2388.17,8125.12,8.7015,28.54,16.9977,1
40794,605.04,1500.37,1301.87,394.18,8782.73,45.57,371.05,2388.14,8125.24,8.6707,28.67,17.2142,2
40795,604.7,1503.99,1313.02,394.37,8782.15,45.55,371.56,2388.2,8126.89,8.6786,28.56,17.0692,2
40802,605.2,1496.66,1315.62,394.33,8781.01,45.39,371.24,2388.17,8131.82,8.7021,28.37,17.1795,2
40803,605.07,1500.73,1305.26,393.69,8777.31,45.68,371.63,2388.19,8130.17,8.6659,28.62,17.151,2
40804,604.74,1499.08,1303.17,394.0,8777.21,45.62,371.31,2388.18,8131.05,8.6588,28.44,17.1779,2
40808,605.17,1500.81,1307.92,393.67,8777.14,45.57,371.13,2388.14,8131.7,8.6594,28.55,17.0847,2
40810,604.71,1501.79,1314.05,394.5,8775.22,45.59,371.12,2388.19,8128.69,8.6863,28.43,17.0616,2
40814,605.0,1498.7,1306.53,394.08,8776.37,45.5,371.68,2388.16,8132.57,8.6731,28.37,17.0995,2
40816,604.85,1509.75,1315.85,394.54,8778.8,45.48,371.55,2388.19,8135.09,8.6812,28.44,17.1718,2
40818,604.92,1499.66,1320.59,394.18,8784.17,45.57,371.41,2388.22,8136.75,8.6416,28.44,17.0845,2
40820,605.03,1506.0,1312.44,393.92,8785.43,45.52,371.47,2388.17,8130.78,8.6352,28.43,17.0958,2
40829,604.98,1510.64,1314.53,394.0,8775.02,45.5,371.59,2388.15,8125.28,8.6902,28.51,17.0045,2
40840,605.21,1507.23,1311.65,394.39,8783.46,45.54,371.31,2388.24,8130.25,8.6811,28.48,17.0684,3
40847,605.33,1500.58,1309.89,393.7,8779.3,45.66,371.15,2388.13,8131.75,8.7198,28.32,17.1162,3
40848,604.95,1506.97,1314.44,393.62,8780.14,45.7,371.54,2388.26,8127.18,8.6845,28.69,17.0625,3
40850,604.77,1508.03,1312.53,393.89,8781.24,45.48,371.5,2388.19,8130.9,8.6566,28.55,17.0231,3
40852,605.25,1504.4,1317.2,394.09,8780.99,45.52,371.04,2388.16,8130.19,8.644,28.52,17.128,3
40854,604.82,1506.13,1309.63,393.26,8784.1,45.65,371.01,2388.19,8132.4,8.6867,28.54,17.0787,3
40860,605.37,1500.73,1314.68,394.31,8782.12,45.7,371.16,2388.2,8130.77,8.6905,28.45,17.0295,3
40873,604.91,1510.14,1307.81,393.79,8786.34,45.7,370.56,2388.23,8134.17,8.6688,28.71,17.1363,3
40879,604.63,1500.46,1313.69,394.41,8788.69,45.72,371.13,2388.21,8132.15,8.6657,28.5,16.9963,3
40881,605.23,1499.76,1312.65,393.68,8787.71,45.56,371.27,2388.19,8132.61,8.6985,28.57,17.062,3
40894,604.68,1505.75,1312.57,394.06,8780.22,45.69,370.77,2388.23,8131.42,8.6496,28.34,17.0124,3
40906,605.56,1501.7,1318.48,393.64,8784.71,45.66,370.82,2388.21,8133.1,8.6998,28.33,17.0392,3
40912,605.44,1504.29,1318.1,394.21,8791.28,45.67,371.08,2388.22,8132.99,8.6566,28.53,17.0905,3
40930,605.76,1510.71,1323.62,394.28,8790.58,45.77,370.67,2388.26,8138.07,8.701,28.33,17.0944,3
40932,605.56,1512.0,1325.2,394.38,8792.83,45.8,370.58,2388.24,8137.08,8.741,28.3,17.1199,3
40934,605.0,1505.92,1326.05,393.52,8785.62,45.83,370.64,2388.32,8141.13,8.7251,28.37,17.0441,4
40939,605.14,1504.65,1324.14,393.71,8785.32,45.67,370.33,2388.28,8132.15,8.6914,28.51,17.0368,4
40943,604.9,1513.36,1320.26,393.43,8791.56,45.82,371.43,2388.27,8139.15,8.6961,28.36,17.042,4
40953,605.28,1504.97,1319.73,393.56,8791.58,45.87,370.4,2388.36,8134.9,8.7408,28.26,16.9024,4
40970,606.15,1510.35,1328.63,393.07,8794.75,46.08,369.86,2388.39,8137.06,8.73,28.31,16.9394,4
40974,605.86,1517.48,1335.84,393.45,8799.46,46.09,370.51,2388.38,8139.68,8.7579,28.29,17.0844,4
40997,603.98,1489.01,1301.18,395.27,8789.74,45.26,372.03,2387.99,8134.48,8.5988,28.7,17.2705,1
41005,604.05,1495.24,1300.93,394.73,8778.24,45.06,371.82,2388.04,8127.84,8.6124,28.75,17.1268,1
41009,603.58,1495.42,1297.19,394.55,8785.89,45.04,372.03,2388.01,8141.56,8.6307,28.65,17.257,1
41010,603.89,1501.67,1297.82,395.04,8785.98,45.18,372.59,2388.09,8136.74,8.5929,28.55,17.2995,1
41016,604.17,1497.8,1305.67,394.54,8784.78,45.22,372.33,2388.05,8136.36,8.6012,28.85,17.2849,1
41022,604.04,1508.37,1302.82,395.26,8784.43,45.06,372.22,2388.06,8139.08,8.6159,28.6,17.1563,1
41026,604.18,1492.83,1300.9,394.72,8782.44,45.16,371.33,2388.01,8139.98,8.6357,28.79,17.1284,1
41043,604.41,1496.45,1298.36,394.64,8776.49,45.22,371.64,2388.05,8139.74,8.622,28.75,17.255,1
41048,604.31,1498.49,1297.35,395.39,8782.71,45.06,372.15,2388.04,8137.41,8.6388,28.59,17.137999999999998,1
41050,604.56,1493.85,1297.31,395.36,8791.82,45.16,372.43,2387.96,8134.04,8.6308,28.7,17.2714,1
41058,604.37,1491.35,1302.76,395.3,8790.75,45.22,372.09,2388.05,8137.84,8.609,28.68,17.2408,1
41067,604.33,1501.5,1305.69,395.48,8780.2,45.06,371.78,2388.02,8144.26,8.604,28.48,17.2442,1
41073,604.71,1492.18,1296.21,395.47,8795.11,44.97,372.35,2388.04,8138.25,8.6354,28.71,17.1966,2
41076,604.56,1496.48,1299.89,395.74,8788.94,45.17,371.87,2388.04,8138.58,8.6314,28.78,17.213,2
41089,604.13,1493.91,1301.29,395.11,8795.92,45.21,372.05,2388.01,8144.87,8.6367,28.56,17.1356,2
41090,604.52,1497.06,1299.1,395.33,8788.22,45.17,372.03,2388.05,8144.16,8.6498,28.66,17.2028,2
41091,605.09,1493.82,1306.71,394.72,8790.48,45.18,371.55,2388.07,8142.44,8.6062,28.44,17.1493,2
41097,604.69,1496.33,1300.15,394.8,8793.86,45.27,371.96,2388.06,8143.56,8.6434,28.79,17.1472,2
41101,604.77,1499.44,1300.82,395.46,8789.73,45.38,372.11,2388.06,8141.14,8.6085,28.65,17.1922,2
41104,604.57,1496.06,1305.38,394.88,8801.65,45.25,372.33,2388.05,8141.82,8.6411,28.7,17.2114,2
41115,604.53,1499.71,1300.04,395.21,8791.38,45.33,371.85,2388.09,8141.21,8.6662,28.41,17.1991,2
41121,605.24,1495.38,1302.06,394.41,8792.42,45.2,371.93,2388.09,8145.28,8.5912,28.69,17.1065,3
41126,604.06,1495.4,1313.07,394.36,8802.49,45.27,371.23,2388.09,8145.25,8.6136,28.59,17.1036,3
41135,604.68,1501.32,1306.66,394.81,8795.64,45.19,371.63,2388.01,8150.22,8.656,28.63,17.1649,3
41138,604.63,1490.6,1308.19,395.4,8810.27,45.3,371.85,2388.05,8147.54,8.6385,28.58,17.2268,3
41139,604.03,1500.52,1304.94,394.43,8794.83,45.38,371.36,2388.11,8149.34,8.6164,28.59,17.2274,3
41140,604.07,1494.29,1306.23,395.35,8795.76,45.28,371.72,2388.02,8152.11,8.6586,28.57,17.2275,3
41153,604.77,1496.49,1298.71,394.31,8804.6,45.2,372.12,2388.1,8153.59,8.6453,28.58,17.2191,3
41156,604.43,1500.08,1308.15,394.58,8803.12,45.28,372.08,2388.08,8150.34,8.6588,28.47,17.2045,3
41157,604.75,1493.79,1301.94,395.57,8809.84,45.21,372.02,2388.11,8156.47,8.6342,28.6,17.1344,3
41164,605.11,1501.22,1309.25,394.91,8796.66,45.14,372.18,2388.11,8150.72,8.682,28.67,17.1336,3
41167,604.87,1502.1,1306.3,394.76,8812.18,45.33,371.93,2388.0,8157.3,8.5973,28.72,17.1945,3
41168,604.55,1498.92,1306.71,394.6,8802.32,45.37,372.36,2388.07,8152.05,8.6734,28.58,17.2187,3
41170,604.55,1497.72,1303.14,395.32,8803.18,45.37,371.45,2388.1,8149.44,8.639,28.81,17.1504,3
41173,605.42,1498.0,1304.77,395.01,8819.41,45.41,371.49,2388.13,8161.19,8.6545,28.59,17.1064,3
41174,604.67,1495.77,1307.09,394.74,8809.9,45.57,371.82,2388.12,8157.04,8.6382,28.58,17.147000000000002,3
41182,604.72,1499.3,1314.32,395.19,8799.92,45.41,371.97,2388.11,8161.9,8.6435,28.52,17.2319,3
41184,604.84,1491.31,1311.71,395.26,8812.78,45.26,371.79,2388.09,8159.43,8.6607,28.46,17.1746,3
41187,604.52,1502.24,1307.9,394.46,8810.41,45.47,371.5,2388.12,8158.19,8.6561,28.48,17.1323,3
41191,604.83,1501.97,1314.54,395.3,8819.51,45.29,371.47,2388.14,8167.23,8.6461,28.6,17.0679,3
41197,604.1,1485.93,1319.57,394.53,8824.25,45.47,371.95,2388.12,8169.85,8.6842,28.57,17.0948,3
41204,605.11,1507.09,1315.79,394.26,8825.09,45.39,371.49,2388.17,8172.94,8.6415,28.41,17.141,3
41215,604.88,1510.11,1307.6,394.6,8828.96,45.61,371.14,2388.17,8179.4,8.6751,28.6,17.1746,3
41219,605.64,1501.15,1311.16,393.59,8838.08,45.67,371.24,2388.14,8187.72,8.6642,28.61,17.2131,4
41230,604.96,1508.76,1315.93,393.96,8848.04,45.62,371.64,2388.24,8194.41,8.6645,28.29,17.1232,4
41242,605.02,1510.61,1321.13,394.35,8866.54,45.62,371.29,2388.24,8208.52,8.6826,28.51,16.9962,4
41244,605.28,1511.44,1319.61,393.84,8867.39,45.55,371.1,2388.26,8207.22,8.6923,28.53,17.1116,4
41246,605.22,1509.37,1322.79,394.27,8877.18,45.65,371.39,2388.36,8212.68,8.7182,28.43,16.9806,4
41254,605.92,1505.51,1325.15,394.28,8889.68,45.72,370.9,2388.27,8236.0,8.7165,28.23,16.9932,4
41275,604.6,1497.29,1308.48,394.9,8778.33,45.34,371.64,2388.16,8126.76,8.665,28.57,17.1059,1
41279,605.01,1498.61,1309.75,394.29,8779.61,45.34,371.59,2388.2,8126.24,8.6534,28.59,17.1229,1
41280,605.11,1502.95,1311.66,394.44,8781.87,45.64,371.45,2388.15,8124.89,8.6646,28.52,17.0831,1
41288,605.07,1500.95,1310.2,394.45,8781.51,45.42,371.42,2388.14,8127.71,8.6651,28.65,17.1057,1
41296,605.08,1504.95,1307.28,394.13,8777.31,45.73,371.71,2388.15,8127.23,8.6752,28.42,17.1533,2
41298,604.6,1498.59,1300.87,394.3,8781.28,45.44,371.15,2388.19,8127.93,8.6497,28.67,16.9912,2
41307,605.42,1495.49,1310.75,394.47,8773.66,45.59,371.38,2388.16,8127.51,8.6761,28.76,17.1993,2
41308,604.75,1503.37,1318.94,394.47,8774.32,45.42,370.82,2388.18,8128.32,8.6748,28.6,17.0915,2
41314,604.59,1506.67,1311.55,394.85,8779.22,45.42,370.89,2388.14,8130.46,8.6558,28.54,17.1313,2
41316,604.98,1500.9,1312.48,393.56,8784.88,45.57,371.28,2388.12,8134.46,8.629,28.42,16.9957,2
41321,604.95,1503.58,1307.92,393.76,8779.83,45.41,371.06,2388.16,8129.47,8.6534,28.52,17.0739,2
41322,605.04,1502.98,1312.51,394.57,8783.91,45.46,371.19,2388.2,8131.57,8.6473,28.63,17.1531,2
41324,605.36,1505.06,1308.17,393.84,8779.95,45.67,370.74,2388.2,8132.45,8.6702,28.52,17.1487,2
41326,603.88,1504.02,1310.09,394.85,8781.87,45.45,371.14,2388.18,8128.57,8.6366,28.61,17.1255,2
41329,604.79,1499.3,1307.41,393.76,8778.84,45.49,371.07,2388.16,8122.9,8.6582,28.61,17.1223,2
41337,604.63,1494.16,1321.66,394.56,8784.23,45.58,371.64,2388.12,8131.87,8.6813,28.63,17.1707,2
41345,605.19,1503.17,1315.77,394.02,8775.62,45.48,371.61,2388.17,8128.69,8.6845,28.42,17.0988,3
41368,604.75,1499.28,1318.58,394.23,8789.12,45.52,371.87,2388.22,8134.6,8.6723,28.48,17.149,3
41389,605.31,1502.31,1317.99,393.67,8787.78,45.51,371.5,2388.18,8136.89,8.6671,28.45,17.125,3
41391,605.27,1499.27,1310.87,394.49,8780.24,45.82,372.0,2388.19,8134.02,8.6838,28.62,17.0837,3
41408,605.09,1508.19,1316.05,393.98,8784.35,45.6,370.3,2388.21,8134.93,8.7159,28.32,17.0622,3
41413,605.34,1505.65,1311.96,394.09,8792.0,45.79,371.12,2388.25,8138.61,8.6754,28.59,17.0228,3
41416,604.98,1512.43,1329.92,393.97,8793.91,45.8,370.98,2388.23,8140.88,8.6588,28.5,17.1519,3
41424,604.76,1502.63,1312.23,393.76,8793.84,45.83,371.19,2388.17,8138.04,8.6722,28.58,17.0336,3
41429,604.97,1500.66,1316.91,393.58,8798.0,45.51,371.44,2388.23,8141.24,8.6927,28.4,17.1211,3
41430,604.9,1505.26,1322.92,393.81,8792.75,45.56,370.46,2388.22,8139.78,8.6795,28.65,17.0657,3
41437,605.38,1501.65,1315.62,392.67,8794.1,45.74,371.46,2388.24,8142.91,8.7019,28.59,17.0873,3
41438,605.35,1509.07,1310.71,393.04,8798.84,45.36,370.68,2388.26,8140.17,8.676,28.36,17.0173,3
41439,605.91,1505.56,1320.68,394.3,8792.88,45.75,370.94,2388.3,8148.61,8.6892,28.47,17.0736,3
41445,605.26,1501.83,1319.98,394.33,8799.87,45.85,370.51,2388.3,8147.24,8.7112,28.33,16.9678,4
41454,605.7,1509.53,1320.39,392.46,8798.88,45.81,370.64,2388.23,8147.41,8.7222,28.39,16.9948,4
41457,605.51,1504.59,1322.5,393.74,8813.9,45.93,370.7,2388.26,8159.92,8.692,28.44,17.1285,4
41467,605.89,1508.99,1322.35,392.94,8806.85,45.9,370.14,2388.31,8153.93,8.7242,28.47,16.9321,4
41476,605.76,1509.99,1321.97,392.92,8818.99,45.89,370.65,2388.33,8168.56,8.7243,28.53,17.0269,4
41480,605.56,1510.71,1332.58,394.06,8822.4,46.08,370.67,2388.33,8160.84,8.7261,28.37,16.907,4
41496,604.46,1503.83,1305.07,394.91,8784.98,45.23,371.77,2388.11,8136.85,8.6153,28.48,17.1778,2
41502,604.84,1495.6,1300.83,394.65,8787.35,45.31,371.75,2388.07,8135.94,8.6144,28.63,17.1487,3
41507,604.97,1495.28,1313.15,395.17,8785.93,45.31,371.58,2388.05,8138.59,8.6075,28.54,17.0788,3
41514,604.39,1499.53,1308.99,394.76,8789.97,45.08,371.87,2388.09,8143.64,8.6554,28.61,17.2418,3
41519,604.72,1493.06,1311.05,395.21,8792.32,45.29,371.27,2388.08,8141.32,8.6594,28.57,17.1261,3
41531,604.49,1500.52,1305.96,394.65,8793.03,45.25,371.64,2388.06,8138.47,8.636000000000001,28.54,17.0756,3
41553,604.33,1493.4,1307.98,395.08,8788.71,45.14,371.67,2388.05,8142.62,8.6894,28.67,17.2117,3
41563,604.33,1494.85,1314.06,393.96,8786.36,45.34,371.98,2388.15,8144.92,8.618,28.71,17.0752,3
41565,604.95,1492.37,1311.7,394.42,8787.07,45.32,372.02,2388.17,8149.5,8.6841,28.55,17.1915,3
41569,605.36,1494.68,1302.42,394.25,8798.28,45.31,371.6,2388.06,8143.5,8.6715,28.62,17.1532,3
41574,605.1,1494.57,1302.34,394.76,8799.49,45.36,371.9,2388.08,8143.14,8.6051,28.53,17.0473,3
41585,604.91,1498.36,1310.03,393.6,8795.83,45.43,371.43,2388.1,8147.02,8.6535,28.56,17.0493,3
41588,605.14,1493.13,1308.94,394.18,8793.39,45.54,371.34,2388.13,8142.65,8.6668,28.59,17.149,3
41596,605.5,1502.29,1308.2,394.7,8797.19,45.42,371.33,2388.18,8150.14,8.662,28.41,17.2556,3
41603,604.92,1505.82,1310.01,394.39,8797.79,45.59,371.4,2388.21,8156.11,8.6694,28.55,17.0968,4
41604,604.99,1501.68,1313.74,393.51,8804.05,45.34,371.72,2388.18,8149.1,8.6535,28.5,17.1207,4
41606,605.52,1497.06,1315.35,394.32,8801.53,45.63,370.85,2388.2,8154.94,8.7029,28.5,17.195999999999998,4
41629,605.47,1508.72,1322.57,394.19,8821.59,45.9,370.6,2388.27,8166.99,8.7054,28.3,17.1134,4
41634,605.77,1510.76,1324.22,393.42,8830.2,45.91,370.78,2388.26,8168.77,8.7175,28.31,17.1047,4
41643,605.44,1507.42,1328.08,393.57,8842.51,45.93,370.69,2388.35,8183.57,8.7067,28.21,16.9975,4
41648,605.97,1513.63,1331.97,393.16,8851.37,45.91,370.4,2388.36,8189.74,8.7089,28.39,16.9678,4
41659,605.08,1495.05,1305.7,394.28,8789.93,45.32,371.53,2388.06,8130.53,8.6546,28.82,17.2397,3
41665,604.7,1500.08,1311.76,394.34,8774.05,45.37,372.09,2388.14,8128.87,8.6325,28.59,17.2048,3
41670,604.92,1493.21,1302.81,395.17,8785.87,45.11,371.41,2388.05,8127.74,8.6341,28.6,17.1839,3
41676,604.98,1500.65,1307.0,395.56,8782.55,45.29,371.36,2388.14,8135.43,8.6384,28.33,17.141,3
41696,604.49,1484.49,1314.03,394.58,8779.4,45.48,371.47,2388.16,8133.38,8.6567,28.3,17.2167,3
41697,605.1,1498.74,1310.18,394.07,8783.19,45.4,371.92,2388.14,8128.66,8.6712,28.67,17.1441,3
41699,604.86,1502.02,1314.06,395.28,8779.04,45.33,371.51,2388.13,8127.55,8.631,28.63,17.125999999999998,3
41700,605.03,1499.07,1309.13,395.66,8777.44,45.37,372.09,2388.18,8125.57,8.6559,28.82,17.0964,3
41706,605.13,1499.84,1310.72,394.37,8777.62,45.4,371.95,2388.16,8134.66,8.6752,28.6,17.0823,3
41718,604.83,1505.94,1320.36,394.11,8781.33,45.38,372.02,2388.19,8128.11,8.6501,28.62,17.0425,3
41723,605.38,1497.24,1304.54,393.98,8779.89,45.25,372.13,2388.08,8129.76,8.6643,28.56,17.1358,3
41726,604.91,1506.49,1315.87,394.93,8777.89,45.46,371.66,2388.18,8123.21,8.6882,28.63,17.1989,3
41740,605.01,1503.58,1315.74,394.49,8776.02,45.5,371.53,2388.14,8123.84,8.6809,28.63,17.1634,4
41742,604.86,1502.98,1307.16,394.14,8781.02,45.48,371.89,2388.2,8133.08,8.683,28.58,17.0898,4
41751,605.24,1505.2,1312.35,394.01,8773.79,45.59,371.3,2388.18,8121.2,8.6724,28.52,16.9629,4
41756,605.16,1511.8,1314.85,393.55,8774.4,45.58,370.91,2388.21,8125.17,8.6836,28.6,17.0579,4
41758,605.13,1497.66,1317.68,394.25,8773.65,45.5,370.95,2388.22,8121.31,8.6909,28.47,16.9796,4
41793,604.56,1504.99,1303.39,393.99,8762.68,45.55,371.87,2388.1,8122.09,8.6554,28.52,17.173,2
41794,604.05,1504.27,1310.41,393.91,8773.34,45.5,371.65,2388.15,8127.7,8.6671,28.6,17.1116,2
41800,604.74,1508.61,1310.92,394.7,8775.95,45.58,371.43,2388.21,8121.72,8.6305,28.81,17.0109,2
41801,604.78,1498.94,1310.52,393.74,8777.16,45.26,370.76,2388.18,8127.26,8.6242,28.5,17.1246,2
41803,604.72,1503.76,1312.03,394.94,8764.86,45.49,371.73,2388.16,8122.39,8.6827,28.58,17.1924,2
41805,604.73,1495.17,1310.27,394.67,8777.49,45.46,371.66,2388.1,8123.72,8.6606,28.42,17.1522,2
41807,604.68,1501.86,1304.18,394.77,8767.68,45.29,371.38,2388.13,8127.67,8.6647,28.6,17.1434,2
41809,604.64,1498.22,1309.15,394.29,8774.1,45.38,371.13,2388.17,8118.48,8.6689,28.58,17.151,2
41816,604.69,1502.36,1312.38,394.52,8778.4,45.54,371.41,2388.13,8127.38,8.6596,28.45,17.2765,2
41819,605.48,1504.08,1314.45,393.69,8766.86,45.39,371.59,2388.12,8119.54,8.6399,28.5,17.0496,2
41822,604.98,1500.63,1313.71,393.98,8769.56,45.58,371.81,2388.2,8125.26,8.6769,28.52,17.1384,2
41829,604.85,1501.06,1317.02,394.84,8771.5,45.51,372.03,2388.14,8125.03,8.6301,28.71,17.0797,2
41838,605.21,1503.17,1308.41,394.08,8776.6,45.45,371.22,2388.18,8124.64,8.6331,28.53,17.1809,3
41845,604.31,1495.19,1306.34,394.41,8772.56,45.45,371.44,2388.12,8127.73,8.6636,28.55,17.1029,3
41874,604.99,1504.74,1316.74,393.96,8771.96,45.42,371.41,2388.17,8124.71,8.6519,28.53,17.0702,3
41880,605.47,1498.3,1316.25,393.23,8771.9,45.74,371.87,2388.19,8124.8,8.6828,28.49,17.1061,3
41887,605.05,1490.49,1304.52,394.13,8776.66,45.53,371.19,2388.25,8122.23,8.6698,28.52,17.0638,3
41893,605.19,1503.36,1311.49,395.36,8773.51,45.56,371.1,2388.2,8126.07,8.6578,28.55,17.0933,3
41894,605.18,1499.89,1311.35,393.89,8776.38,45.53,371.11,2388.19,8123.33,8.7043,28.49,17.1212,3
41908,604.73,1498.21,1310.47,394.27,8771.43,45.69,371.55,2388.21,8123.96,8.6762,28.42,17.0787,3
41914,605.34,1505.45,1311.63,394.03,8781.98,45.79,370.76,2388.18,8126.46,8.6783,28.57,17.1251,3
41915,605.04,1505.92,1317.31,394.0,8772.65,45.75,370.84,2388.26,8122.34,8.6665,28.58,17.1347,3
41916,604.79,1504.21,1324.47,393.63,8781.17,45.72,371.07,2388.26,8124.17,8.6547,28.33,17.0171,3
41917,605.58,1501.34,1312.99,394.42,8776.32,45.6,371.1,2388.28,8124.0,8.7194,28.28,17.075,3
41923,604.71,1503.4,1322.22,393.78,8785.9,45.89,371.41,2388.29,8126.03,8.6891,28.36,16.9348,3
41928,605.31,1503.02,1320.16,393.67,8780.46,45.72,371.52,2388.2,8124.07,8.6708,28.37,17.1341,3
41931,604.75,1507.23,1323.9,393.26,8775.1,45.7,370.89,2388.25,8124.3,8.7174,28.41,17.0505,4
41932,605.36,1499.03,1314.9,394.08,8775.51,45.61,370.99,2388.25,8122.41,8.6507,28.11,17.1112,4
41935,605.34,1512.43,1316.34,394.19,8774.06,45.76,370.85,2388.31,8121.71,8.709,28.42,17.0634,4
41939,605.36,1505.16,1322.62,393.85,8775.46,45.77,370.76,2388.3,8123.47,8.6859,28.55,17.0843,4
41948,605.7,1512.7,1321.34,394.73,8775.79,45.83,370.56,2388.28,8126.14,8.7238,28.23,17.0687,4
41978,605.84,1512.94,1327.96,393.34,8776.27,46.18,370.57,2388.38,8123.54,8.7008,28.3,16.9261,4
41983,604.19,1499.72,1294.98,395.5,8767.85,45.03,372.5,2388.06,8133.45,8.6344,28.62,17.1976,2
41992,604.18,1497.99,1297.0,395.15,8772.4,45.16,372.49,2388.05,8135.19,8.6073,28.63,17.1688,2
41993,603.97,1492.34,1295.09,394.91,8777.51,45.1,372.36,2388.0,8133.81,8.5879,28.67,17.2192,2
41996,604.31,1498.16,1294.43,394.91,8783.81,45.22,372.42,2387.96,8132.87,8.6183,28.67,17.1783,2
41997,604.07,1496.92,1297.39,394.84,8778.63,45.04,371.76,2387.97,8130.81,8.6528,28.66,17.1512,2
42011,604.47,1496.55,1298.14,395.2,8773.62,45.16,371.88,2388.01,8137.14,8.6201,28.72,17.1971,2
42014,604.08,1495.21,1301.53,395.18,8781.78,45.04,372.29,2388.02,8132.51,8.6332,28.7,17.1253,3
42016,604.34,1491.13,1292.81,395.19,8775.32,45.19,372.14,2387.98,8129.69,8.6507,28.86,17.3189,3
42019,604.16,1498.56,1301.11,395.03,8771.09,45.09,372.25,2387.97,8136.19,8.6006,28.58,17.1548,3
42022,604.07,1487.06,1303.76,394.86,8777.74,45.09,371.66,2387.99,8133.8,8.6544,28.82,17.3594,3
42026,604.88,1491.2,1299.85,395.04,8772.28,44.98,372.13,2388.02,8130.85,8.5921,28.73,17.2516,3
42038,604.05,1499.92,1298.26,395.26,8776.88,45.11,371.62,2387.94,8129.33,8.5972,28.68,17.2271,3
42039,603.82,1498.64,1297.51,394.94,8777.36,45.26,372.46,2387.98,8131.14,8.6543,28.55,17.0894,3
42043,604.23,1488.88,1302.27,395.42,8775.61,45.11,371.9,2388.06,8133.03,8.6225,28.71,17.2245,3
42048,603.45,1498.86,1306.22,395.64,8786.29,45.23,371.89,2388.05,8129.71,8.6441,28.61,17.2307,3
42051,604.48,1499.48,1302.16,395.45,8781.4,45.09,372.46,2388.03,8126.39,8.591000000000001,28.95,17.1837,3
42065,604.46,1493.06,1295.93,395.02,8772.3,45.22,372.07,2388.07,8130.45,8.644,28.66,17.1651,3
42069,604.68,1501.08,1304.6,394.41,8772.99,45.27,371.89,2388.09,8127.58,8.6288,28.48,17.1602,3
42078,604.83,1500.77,1304.22,393.84,8775.61,45.3,371.79,2388.07,8126.17,8.6435,28.55,17.2734,3
42082,604.14,1498.46,1301.62,394.69,8767.68,45.27,371.56,2388.12,8127.84,8.6395,28.74,17.1902,3
42086,604.47,1507.52,1299.63,394.54,8767.82,45.34,371.39,2388.07,8122.82,8.6437,28.59,17.2234,3
42088,605.27,1498.85,1310.52,394.41,8781.12,45.28,371.61,2388.0,8125.0,8.5962,28.56,17.2454,3
42092,604.22,1504.15,1305.82,394.6,8774.03,45.24,371.95,2388.08,8129.18,8.667,28.43,17.2421,3
42097,604.95,1502.04,1303.33,394.37,8768.5,45.37,371.68,2388.12,8125.02,8.6575,28.59,17.101,3
42123,605.11,1499.34,1311.23,394.02,8771.2,45.47,371.22,2388.11,8126.04,8.6555,28.53,17.0634,4
